0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0
0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0
0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0
0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,7,7,7,7,7,1,1,1,1,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,1
1,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1
1,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1
1,1,1,7,7,7,7,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1
1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1
1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1
1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1
1,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1
1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1
1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1
1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7
1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1,1,1,1,9,9,9,9,9,1,1,1,1,1,1,1
1,1,1,1,1,1,9,9,9,9,1,1,1,1,1,1
1,1,1,1,1,1,1,9,9,9,9,1,1,1,1,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1,1,1,1,1,9,9,9,9,1,1,1,1,1,1
1,1,1,1,1,1,1,9,9,9,9,1,1,1,1,1
1,1,1,12,12,1,1,1,1,1,1,1,1,1,1,1
1,1,1,12,12,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,9,9,9,9,1,1
1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1
1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1
1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1
1,1,1,1,6,6,6,6,6,1,1,1,1,1,1,1
1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1
1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1
1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1
1,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1
1,1,12,12,12,12,1,1,1,1,1,1,1,1,1,1
1,12,12,12,12,12,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,9,9,9,9,9,9,9,9,1,1,1,1,1,9,9
1,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1
12,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1
12,12,12,1,1,1,1,1,1,1,1,1,1,1,12,12
12,1,1,1,1,1,1,1,1,1,1,1,12,12,12,12
9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9
1,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1
9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1
9,9,9,1,1,1,1,1,1,1,1,1,1,1,9,9
9,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9
1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9
1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,1
