1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,1
1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1
9,9,9,1,1,1,1,1,1,1,1,1,1,1,9,9
1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6
1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1
1,1,1,1,8,8,8,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,8,8,8,8,8,1,1,1
8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,8
1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,8,8,8,8,8,1,1,1,1
1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1
1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1
1,1,8,8,8,8,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,8,8,8,1,1,1
1,1,1,1,1,1,1,1,1,1,8,8,8,1,1,1
1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1
6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,8,8,8,1,1
1,1,1,1,1,1,1,1,1,1,1,8,8,8,1,1
1,1,1,1,1,1,1,1,1,1,1,8,8,8,1,1
1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0
0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0
0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0
0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0

